UserID,SessionID,page_views,product_views,add_to_cart,purchases,cart_value,session_duration,Purchased
6,8,0,1,1,2,277.4934989326277,11327225.087559,1
6,9,4,0,1,0,0.0,16802899.469656,0
6,10,0,1,0,3,801.8968570449438,15472229.186615,1
7,1,0,0,4,0,0.0,13780662.819836,0
7,2,2,1,0,1,292.7718724782324,13475566.196133,1
7,3,3,1,2,1,194.14962634864784,9923865.102322,1
7,4,0,1,0,2,687.4982313652182,16165658.840564,1
7,5,2,1,1,1,120.5910556320263,5383172.250993,1
7,6,0,2,1,2,661.0956577361492,12867305.267053,1
7,7,4,1,0,1,163.0086698829556,15482884.67241,1
7,8,2,0,1,2,326.51950881891315,16100691.505754,1
7,9,0,2,0,1,310.3195588168637,12882255.130225,1
7,10,3,1,0,1,374.6246099086,12521367.020227,1
8,1,2,1,1,1,46.39866150036693,14804036.783654,1
8,2,0,1,0,3,725.4425815820418,13751367.456983,1
8,3,1,0,1,0,0.0,13696139.560678,0
8,4,2,2,1,1,160.1649211283565,16824709.44613,1
8,5,1,1,1,0,0.0,14870551.754861,0
8,6,2,2,0,1,296.3435366750172,7748898.203244,1
8,7,0,0,3,1,274.9322419371066,10704756.471017,1
8,8,0,0,0,1,496.9992808818922,12634235.746373,1
8,9,0,4,2,3,863.5724266303343,13836246.174443,1
8,10,2,2,1,1,29.17119475661796,16710487.673205,1
9,1,0,0,0,0,0.0,10836426.929739,0
9,2,0,2,1,1,172.2425883851518,15328888.742321,1
9,3,3,1,0,2,760.4969439843876,16781266.693366,1
9,4,1,2,0,1,481.15550899614976,15334065.448151,1
9,5,0,1,0,1,282.3510798701011,6410856.035637,1
9,6,2,2,2,2,388.72703543958005,15666435.506957,1
9,7,1,0,1,2,355.1594239029226,11653273.627473,1
9,8,2,3,0,1,16.857072250630917,16258721.798811,1
9,9,0,1,1,3,556.8686217248821,14810459.703694,1
9,10,0,0,3,3,1181.2526822030254,12347452.119682,1
10,1,0,1,1,0,0.0,14637962.799854,0
10,2,2,2,0,0,0.0,16368097.324336,0
10,3,1,1,1,2,515.274002419323,16961411.55542,1
10,4,2,2,0,3,891.2490947569506,10935050.746956,1
10,5,1,1,1,0,0.0,16576152.212744,0
10,6,1,1,1,4,231.5142227428201,17678911.629407,1
10,7,0,1,1,3,700.3517953782518,13564543.47348,1
10,8,2,0,0,0,0.0,14424154.963094,0
10,9,3,0,2,3,572.1229366465818,16222662.524074,1
10,10,2,1,0,3,656.8225379865999,16274034.598369,1
11,1,1,0,2,0,0.0,11853388.909749,0
11,2,2,0,0,0,0.0,11873549.321851,0
11,3,2,1,2,1,92.0780635368034,17563736.315792,1
11,4,1,2,1,2,383.6173368998159,13727892.411415,1
11,5,2,0,2,0,0.0,14627175.851399,0
11,6,1,1,1,1,5.131842924233826,15479458.250122,1
11,7,2,4,2,1,23.75274524861841,12785748.105351,1
11,8,1,1,0,1,126.2209808823184,9647608.85198,1
11,9,2,3,0,2,435.87607219706894,10233919.104772,1
11,10,2,2,2,1,150.57772881000454,14780486.236673,1
12,1,1,2,1,0,0.0,15140741.119424,0
12,2,2,1,1,1,31.934911984130565,14588423.289789,1
12,3,2,0,0,0,0.0,6883874.14952,0
12,4,1,2,1,0,0.0,16534131.129847,0
12,5,0,1,1,2,426.0494958754046,14355631.856938,1
12,6,1,0,1,3,411.02962916748385,12627487.50378,1
12,7,4,0,5,0,0.0,15063859.169962,0
12,8,2,2,0,4,875.7216597844347,14323022.020185,1
12,9,0,2,2,1,241.87201728453053,17129418.520024,1
12,10,2,0,1,1,43.014226469413984,12880580.463535,1
13,1,0,0,3,1,309.2821214861972,14954091.011258,1
13,2,0,2,1,0,0.0,9430785.974132,0
13,3,0,1,2,1,44.152979276143135,14870496.072969,1
13,4,1,0,1,2,715.272284989973,8740999.875562,1
13,5,1,1,0,2,540.8264037227752,7154659.485015,1
13,6,0,1,1,1,498.90050960168696,15894192.44882,1
13,7,3,3,2,0,0.0,16391196.098043,0
13,8,2,0,2,1,337.4620060178508,17116138.043231,1
13,9,3,1,1,4,1070.466142528457,15323538.868205,1
13,10,2,2,0,0,0.0,15929616.294595,0
14,1,0,1,3,1,412.4513840433616,14405431.799285,1
14,2,0,1,4,0,0.0,12086626.027021,0
14,3,4,1,2,0,0.0,11891158.736551,0
14,4,2,1,0,1,367.2256620445459,13190855.580379,1
14,5,1,1,2,1,342.6654835075458,13447104.051731,1
14,6,2,0,1,1,450.1464545423716,12384860.10148,1
14,7,1,2,1,0,0.0,11908410.236722,0
14,8,1,0,2,0,0.0,15980822.683086,0
14,9,1,1,0,1,113.29419494588193,11758703.414607,1
14,10,0,2,1,3,555.2924775136415,12144052.358608,1
15,1,1,0,0,1,170.0933208937448,15637154.383659,1
15,2,0,3,1,2,263.8255424897354,16806109.675855,1
15,3,0,0,2,0,0.0,13260796.021082,0
15,4,0,2,0,0,0.0,15852673.465807,0
15,5,1,1,1,2,515.0953449985338,8988965.183626,1
15,6,0,1,0,3,864.149353896381,13326109.855611,1
15,7,1,1,1,2,566.0834246978976,14711775.644271,1
15,8,3,0,2,1,355.3548165181408,15545336.470853,1
15,9,1,1,1,0,0.0,8567148.87252,0
15,10,2,2,1,1,460.4325265665408,13579813.448318,1
16,1,2,1,1,1,198.03810737641828,11236942.087105,1
16,2,0,0,2,1,345.0574520504433,12779866.051744,1
16,3,3,0,3,1,80.83678056607329,16811661.963917,1
16,4,1,1,0,1,487.7561205369087,13088534.109437,1
16,5,1,1,1,0,0.0,15285076.850131,0
16,6,0,2,0,1,413.48349834785495,8122693.903939,1
16,7,1,2,0,1,75.82722480763252,11934644.868596,1
16,8,1,0,1,2,537.7099435262304,15712871.236719,1
16,9,1,2,3,0,0.0,7288975.300769,0
16,10,1,1,0,1,496.6993974984879,15210735.674589,1
17,1,1,2,2,0,0.0,7248684.536098,0
17,2,0,3,0,2,265.31312512568576,11987500.413788,1
17,3,0,1,2,1,285.184027790851,13573943.771028,1
17,4,1,4,0,1,215.2859787581577,16673979.205921,1
17,5,2,2,1,1,115.42827910473288,11622596.211353,1
17,6,3,1,1,2,280.62244331020213,16080013.570935,1
17,7,0,1,1,1,142.82855801735886,13718626.079018,1
17,8,0,1,2,3,643.964505966069,12918383.377663,1
17,9,2,1,3,1,378.8997482080553,15161177.645255,1
17,10,1,0,2,1,316.63367219663087,12012795.53232,1
18,1,1,2,1,1,469.01082997098246,12639451.980249,1
18,2,0,1,1,1,191.8240761266807,12472504.229162,1
18,3,1,0,2,1,136.75073707779777,12977437.021869,1
18,4,0,2,3,1,416.59938039049774,14187893.929598,1
18,5,1,1,2,1,241.2495143987254,10459079.124965,1
18,6,3,0,1,0,0.0,12957507.969384,0
18,7,1,1,1,1,447.2251894527479,14667418.055292,1
18,8,2,1,0,0,0.0,16709167.177887,0
18,9,4,1,0,2,435.41359021307375,16795906.254739,1
18,10,1,1,1,2,160.99861859910456,10996009.826814,1
19,1,1,1,2,1,430.4262116374113,13897299.195734,1
19,2,2,2,0,0,0.0,17266320.690288,0
19,3,3,2,0,0,0.0,11634877.053743,0
19,4,0,0,0,2,280.61640356080056,15166763.952338,1
19,5,0,0,0,1,481.48525637057617,17494936.034707,1
19,6,0,1,0,0,0.0,12565457.376889,0
19,7,0,1,1,2,514.3405219893323,11657516.46824,1
19,8,1,0,1,2,647.8364359020281,13561985.19549,1
19,9,1,1,0,1,434.6606279400288,13092104.352951,1
19,10,1,1,1,2,528.6821671179314,15289372.389168,1
20,1,2,3,0,2,634.6676403143426,17047990.861394,1
20,2,0,3,3,0,0.0,16532474.161807,0
20,3,0,1,1,2,509.97980748693374,7994487.705682,1
20,4,0,1,2,3,677.6210265418115,17354372.813823,1
20,5,0,0,0,1,411.9631042932376,13715950.261088,1
20,6,1,2,1,0,0.0,17343474.120702,0
20,7,1,0,0,0,0.0,8778599.941117,0
20,8,1,2,1,0,0.0,13002501.71771,0
20,9,1,1,1,0,0.0,15735499.500357,0
20,10,1,4,1,0,0.0,15988406.697789,0
21,1,2,0,3,0,0.0,14511236.381847,0
21,2,1,1,2,1,355.9249222941264,14850115.412326,1
21,3,1,4,3,0,0.0,16919914.394326,0
21,4,0,1,0,0,0.0,10836540.123869,0
21,5,0,2,0,1,253.81884257399705,4961618.006644,1
21,6,4,1,0,1,317.22433981878294,13383887.741783,1
21,7,0,0,2,1,430.18610719524014,12648905.720588,1
21,8,1,0,2,1,412.97671591386944,9548678.970952,1
21,9,0,1,1,0,0.0,15000625.720484,0
21,10,1,1,1,0,0.0,14618250.92475,0
22,1,1,2,1,0,0.0,13637372.974627,0
22,2,0,1,0,2,348.3662433309332,11096212.957688,1
22,3,2,1,1,0,0.0,11590130.218326,0
22,4,3,1,0,0,0.0,15975534.338317,0
22,5,2,1,0,1,441.9212259885286,15102152.545688,1
22,6,2,1,0,1,56.470368860670085,15377220.873259,1
22,7,1,1,1,1,375.08829743050455,13260839.807294,1
22,8,1,3,1,0,0.0,16197787.420691,0
22,9,3,2,1,0,0.0,16274340.621442,0
22,10,1,0,1,0,0.0,7950041.226885,0
23,1,1,2,0,1,431.6509852809971,12544237.669402,1
23,2,0,0,1,1,494.0452375394861,12681383.687487,1
23,3,1,0,2,3,932.1691146218543,14399618.975795,1
23,4,1,1,2,1,210.86867153002385,16182935.794381,1
23,5,2,1,0,0,0.0,7367347.169313,0
23,6,1,3,2,1,58.37951481979483,13249855.274431,1
23,7,2,1,0,1,412.2373560904257,12119237.130144,1
23,8,2,2,0,1,231.3680776130435,10983596.365742,1
23,9,1,1,2,0,0.0,13070354.762076,0
23,10,2,1,3,1,99.69094323244606,12941411.4051,1
24,1,0,2,2,0,0.0,13945693.806818,0
24,2,1,0,0,2,807.3845322988718,12284514.158397,1
24,3,1,0,0,0,0.0,13760541.176051,0
24,4,0,1,1,2,365.98458950036826,14926495.04837,1
24,5,1,1,0,3,595.1510964041746,9907375.545981,1
24,6,1,1,2,1,318.84831573088667,17561646.267475,1
24,7,0,1,4,1,332.626792885545,16527381.58804,1
24,8,2,1,2,1,41.11786894813651,16362424.288623,1
24,9,0,1,0,0,0.0,12488669.321353,0
24,10,1,0,0,1,495.9196062599816,16376336.023286,1
25,1,1,0,2,3,996.9573205634813,16166257.330228,1
25,2,0,0,1,1,48.465064288165365,15059594.966353,1
25,3,1,1,1,0,0.0,14576883.16194,0
25,4,1,0,2,1,161.11597333496675,16713733.691298,1
25,5,1,1,1,4,775.6076838871666,16326250.082406,1
25,6,0,0,3,1,196.8513318405492,15452932.633124,1
25,7,0,1,0,1,100.08153167696815,14819901.948733,1
25,8,1,2,0,1,222.0055095606098,14990218.124484,1
25,9,0,3,2,1,61.87019246310247,15258322.081459,1
25,10,1,1,1,1,177.18122882003223,12741719.8264,1
26,1,1,0,1,0,0.0,14816621.630652,0
26,2,0,1,1,3,967.392696683856,15344981.381727,1
26,3,1,4,1,1,434.7001580333824,11962706.463086,1
26,4,0,1,0,1,259.9915422028373,11725360.122088,1
26,5,1,3,1,0,0.0,14985104.986115,0
26,6,1,1,2,1,268.65638322167246,11409310.981285,1
26,7,1,3,0,3,584.9306045474077,14905018.779792,1
26,8,1,1,1,1,351.3919651519721,17380593.393657,1
26,9,1,2,2,1,365.1239289129632,16786717.237625,1
26,10,0,2,1,0,0.0,15807597.97611,0
27,1,1,0,0,2,561.2148126700341,11338252.467927,1
27,2,2,0,0,1,66.62661034763266,10184999.528049,1
27,3,0,2,2,1,25.039030284629288,14416409.445692,1
27,4,1,0,1,2,464.92314248614093,8715065.666981,1
27,5,2,1,1,0,0.0,16658797.419018,0
27,6,0,0,1,1,380.7689141382209,10014725.589463,1
27,7,0,1,0,1,15.572541701704248,13345858.699879,1
27,8,0,3,1,0,0.0,12736635.856466,0
27,9,3,1,1,2,412.0023982103026,13070468.540136,1
27,10,2,0,2,2,571.2361583219822,12525774.283488,1
28,1,1,1,1,3,882.2851868472189,13689199.701615,1
28,2,4,2,0,1,277.7488690798862,15346417.021314,1
28,3,0,1,1,1,39.58431669418119,16059745.186423,1
28,4,1,0,0,3,778.3814638597389,12345529.403685,1
28,5,1,3,0,0,0.0,10269911.607409,0
28,6,1,2,2,1,188.19937312547,15245672.828921,1
28,7,1,1,1,2,643.0538736398363,14888169.228011,1
28,8,1,2,0,2,521.2336600692213,13998153.077031,1
28,9,0,0,1,1,465.3585955526316,10232111.311811,1
28,10,1,2,2,3,786.2709090586756,15421237.298559,1
29,1,1,3,2,1,422.8069443868824,15809593.745397,1
29,2,2,1,1,1,368.7255617307544,14285396.51315,1
29,3,1,1,1,2,558.8490720672,8765517.524198,1
29,4,1,0,1,3,799.9458865643705,13049243.366368,1
29,5,3,2,1,0,0.0,13184010.308538,0
29,6,1,0,6,1,372.6749726994102,14859187.076757,1
29,7,1,0,0,3,460.8587029137743,12722851.815202,1
29,8,1,2,1,0,0.0,17112571.980075,0
29,9,0,0,1,1,405.948512377929,5279874.875594,1
29,10,1,0,0,0,0.0,11980143.920663,0
30,1,1,1,1,0,0.0,11292363.898429,0
30,2,0,1,1,2,495.0593576171607,14239530.94068,1
30,3,1,2,1,1,452.9420777294408,17164547.135567,1
30,4,2,1,1,0,0.0,10519185.944863,0
30,5,1,3,0,0,0.0,14381184.472461,0
30,6,2,0,2,3,431.2399587104933,11805517.196305,1
30,7,1,1,3,0,0.0,13576215.608924,0
30,8,1,2,0,1,188.07745924108,10718787.261881,1
30,9,0,1,0,0,0.0,12634159.779409,0
30,10,1,2,1,2,437.3359947840827,14657863.607216,1
31,1,3,1,0,0,0.0,15392807.957804,0
31,2,2,2,3,1,120.11233045469302,15914220.344419,1
31,3,2,1,1,1,411.713624880982,14551330.651497,1
31,4,2,1,2,1,405.8493770141254,15232615.248365,1
31,5,3,0,2,0,0.0,16205874.069192,0
31,6,1,1,0,1,433.0577480749728,9558495.683964,1
31,7,2,1,1,1,386.45908231735854,17567307.224954,1
31,8,2,2,1,1,118.5860087027024,17138934.158153,1
31,9,1,0,1,1,323.5125396892398,11184815.731064,1
31,10,1,0,2,0,0.0,17056351.700845,0
32,1,0,3,2,2,738.5190367197828,9975565.867859,1
32,2,1,3,2,4,885.9134028477455,16774151.971671,1
32,3,0,2,1,2,214.9474238192185,16278352.521835,1
32,4,2,1,1,0,0.0,10939330.206327,0
32,5,1,4,0,0,0.0,14391941.54609,0
32,6,1,1,2,2,503.2653627465994,14358019.061827,1
32,7,1,1,4,1,434.3321753867126,10967280.058086,1
32,8,2,1,2,1,79.9045589376519,16249967.604143,1
32,9,1,2,1,0,0.0,17036059.330002,0
32,10,1,1,1,1,390.85115654782936,16928721.012924,1
33,1,1,0,1,1,452.6721502292467,15313194.65019,1
33,2,0,1,1,1,177.82669241270855,11753583.825201,1
33,3,3,1,1,1,239.9467195997408,11488800.439508,1
33,4,2,0,1,2,523.5338146505352,13983618.351055,1
33,5,1,1,0,1,444.6488411234608,11528327.098454,1
33,6,2,1,1,1,310.7343983462325,16859713.191567,1
33,7,4,1,3,0,0.0,14173596.649047,0
33,8,2,0,3,1,134.81232564152683,15612821.604595,1
33,9,1,3,1,1,28.49325574332121,14917413.846526,1
33,10,2,0,3,0,0.0,13800911.42507,0
34,1,2,2,2,1,91.6817229266318,14783674.898312,1
34,2,0,1,1,1,321.2756190295064,16259497.648559,1
34,3,2,3,0,1,157.9412621858892,10368614.226726,1
34,4,1,0,2,1,45.17456381938662,16663815.128861,1
34,5,0,0,1,0,0.0,11840075.270142,0
34,6,1,1,2,0,0.0,9362774.740601,0
34,7,1,1,1,0,0.0,13146764.463466,0
34,8,2,1,0,1,330.86041415257785,9019636.818764,1
34,9,1,2,4,0,0.0,16539322.379806,0
34,10,1,3,2,1,457.0205409274322,16062021.041889,1
35,1,1,2,0,1,434.60409164075975,16298557.141671,1
35,2,0,0,1,0,0.0,16727579.422159,0
35,3,1,2,0,0,0.0,11095827.781359,0
35,4,1,3,1,2,462.5880052369614,16628791.391622,1
35,5,0,2,0,1,138.64561031826474,14965492.033137,1
35,6,1,1,1,2,668.1961420659158,14281578.0403,1
35,7,2,1,1,2,376.1726545660086,11965358.902795,1
35,8,1,1,2,1,192.4226824414902,14572744.835784,1
35,9,1,0,0,2,335.67958415591835,15944927.04365,1
35,10,0,0,1,2,759.8822807492238,14096061.573577,1
36,1,1,3,1,0,0.0,13057781.510905,0
36,2,0,2,0,1,133.47081923813874,11579148.005707,1
36,3,0,0,0,1,74.75657460109717,13417325.893651,1
36,4,0,1,1,0,0.0,15918584.037738,0
36,5,3,1,1,0,0.0,10702390.121508,0
36,6,1,0,3,2,484.1098521930894,9934218.168527,1
36,7,2,0,3,0,0.0,11036909.564637,0
36,8,1,1,2,2,776.227002699258,13609679.154981,1
36,9,1,1,0,2,407.4318624382471,11856624.629576,1
36,10,2,2,1,1,79.63891877509535,16417208.864009,1
37,1,3,2,0,1,435.8298513452124,15229055.129261,1
37,2,0,2,2,0,0.0,10556431.102893,0
37,3,1,1,0,2,632.9473942823101,11983687.73497,1
37,4,0,0,1,1,350.2817651839027,12672801.822038,1
37,5,1,1,0,1,216.561612230407,7162881.134574,1
37,6,2,3,0,1,180.77370563195328,15681314.109169,1
37,7,2,1,2,1,352.30897752016386,16506441.197026,1
37,8,3,2,0,1,101.28462200009292,14768019.63222,1
37,9,0,2,0,1,173.44652515890863,10053625.234156,1
37,10,2,4,1,0,0.0,16616125.515527,0
38,1,0,1,1,0,0.0,12292338.179175,0
38,2,1,0,1,0,0.0,12500950.372045,0
38,3,2,3,1,1,146.35351878418976,14745247.487744,1
38,4,0,0,1,2,505.7077553370307,16727020.477511,1
38,5,2,1,1,0,0.0,16289833.223635,0
38,6,2,0,0,2,425.3354990364465,15886065.910577,1
38,7,0,4,0,2,484.2300330540804,14304827.148118,1
38,8,2,1,3,1,103.50065363391808,11417962.526185,1
38,9,1,0,3,2,652.0746607916076,13180827.319901,1
38,10,0,1,4,0,0.0,16136173.24173,0
39,1,1,1,1,1,53.38383808380469,14369703.811086,1
39,2,1,1,1,2,319.8752218543926,13995939.230485,1
39,3,0,0,2,2,395.6668498766983,16773977.210446,1
39,4,1,1,2,2,314.6310025356141,14062282.673731,1
39,5,2,2,1,1,114.87877373968682,12485115.626848,1
39,6,2,1,3,1,400.60003018042704,11181652.809456,1
39,7,1,0,1,3,1064.0934294433619,15443918.492948,1
39,8,1,1,2,0,0.0,12789490.083851,0
39,9,1,1,1,1,326.3367921565068,15805327.638129,1
39,10,2,0,1,1,357.03652479126566,11558476.81509,1
40,1,0,1,1,1,228.13635578568508,9717835.917142,1
40,2,0,3,0,3,510.6004900694551,16695672.063647,1
40,3,2,1,2,1,344.8258294677036,15173920.57795,1
40,4,1,1,2,1,232.05045595130505,14109378.702067,1
40,5,2,0,1,0,0.0,13844993.623788,0
40,6,0,0,1,2,299.93790256079114,6455965.990213,1
40,7,3,2,1,2,451.55882931334,16734334.152673,1
40,8,1,1,2,1,288.2994349207885,13970972.558784,1
40,9,1,0,1,1,430.0130657157522,12521009.197929,1
40,10,0,0,1,0,0.0,12622056.583623,0
41,1,5,2,0,0,0.0,16808913.837479,0
41,2,3,1,0,0,0.0,14860269.272019,0
41,3,1,1,0,1,342.22080602849815,15850661.552342,1
41,4,0,2,1,0,0.0,16259659.472196,0
41,5,1,0,2,1,458.8481367464691,12579059.354515,1
41,6,0,1,0,2,591.3006030366207,13285124.488569,1
41,7,0,2,1,0,0.0,12291703.134255,0
41,8,2,2,0,1,96.8555604209642,14361401.740883,1
41,9,2,0,3,1,176.5425507352114,11585593.106074,1
41,10,1,0,2,0,0.0,9383437.346797,0
42,1,0,1,4,1,91.77842917150568,15468738.516727,1
42,2,0,0,2,2,117.88337124866061,6568326.799627,1
42,3,2,0,0,0,0.0,13832909.642788,0
42,4,3,0,1,0,0.0,14793411.853274,0
42,5,3,1,0,1,195.1764344379903,14121713.063626,1
42,6,1,1,2,1,256.8456064780996,17059964.071142,1
42,7,1,0,1,1,208.02156506833265,11165682.171339,1
42,8,1,0,0,2,611.5869053937209,13368969.665791,1
42,9,1,3,0,1,459.1035775348406,10162314.738804,1
42,10,1,3,0,0,0.0,8381188.625771,0
43,1,0,1,0,3,559.7278310398539,12399369.624234,1
43,2,0,1,0,3,1040.7348603104933,9787916.985928,1
43,3,1,2,0,2,540.7578095714076,14302107.525196,1
43,4,0,3,1,0,0.0,14213978.822809,0
43,5,4,0,0,0,0.0,14608975.83255,0
43,6,0,0,3,0,0.0,12047247.176928,0
43,7,2,0,0,1,341.4142630067763,12101397.576824,1
43,8,2,0,2,1,78.8111442058638,16106289.755507,1
43,9,0,0,1,0,0.0,14051229.602293,0
43,10,2,0,2,1,462.0060394889839,15627190.889631,1
44,1,1,0,0,0,0.0,9126629.088695,0
44,2,1,2,2,2,612.8174582363456,14744291.604923,1
44,3,2,0,3,1,364.7121514711051,12835577.531663,1
44,4,3,2,2,0,0.0,16309761.166247,0
44,5,3,1,1,0,0.0,14665020.72826,0
44,6,0,1,0,0,0.0,16903571.867637,0
44,7,4,1,1,0,0.0,10829197.47603,0
44,8,1,1,2,1,273.2766343551408,16012574.060618,1
44,9,2,1,2,1,249.6830100053573,11739513.847255,1
44,10,2,1,1,0,0.0,8501550.804607,0
45,1,1,1,1,2,367.5398246455792,13410073.270938,1
45,2,1,1,1,0,0.0,4034373.717939,0
45,3,3,0,4,0,0.0,9352303.364098,0
45,4,0,1,2,1,6.561268234379153,10241475.46944,1
45,5,1,1,1,2,700.4698735852542,14029809.468463,1
45,6,0,0,1,2,823.9268692116937,12361044.683148,1
45,7,1,0,2,2,538.8276918879949,8299460.472326,1
45,8,1,0,1,2,665.0848029256512,14709661.753097,1
45,9,0,1,0,0,0.0,11375963.902834,0
45,10,0,0,1,3,991.8556668795081,16040370.69781,1
46,1,1,1,1,0,0.0,13170048.130631,0
46,2,1,1,1,1,226.37307248945552,9537597.049272,1
46,3,1,4,1,2,719.5479615158939,13357131.663701,1
46,4,2,1,1,0,0.0,13809998.206507,0
46,5,0,1,0,0,0.0,12984986.53346,0
46,6,0,1,1,2,795.012438672318,12680008.648552,1
46,7,2,3,1,0,0.0,14329123.868679,0
46,8,0,0,2,2,911.5230348355274,10582219.113551,1
46,9,3,1,2,0,0.0,16467184.160298,0
46,10,3,0,0,2,442.8223893517227,13755389.544694,1
47,1,1,1,1,1,138.91371719244538,12868889.202849,1
47,2,1,2,1,0,0.0,13575955.551275,0
47,3,1,2,1,2,279.0591469738531,14051323.24311,1
47,4,0,0,3,0,0.0,17281631.798272,0
47,5,1,1,0,2,446.9977660813455,16079310.645402,1
47,6,0,0,1,0,0.0,9449340.772589,0
47,7,2,2,0,3,768.1553741664569,16837997.755696,1
47,8,1,1,0,0,0.0,8592824.304825,0
47,9,0,1,0,0,0.0,3937575.502819,0
47,10,1,1,0,0,0.0,11372025.438247,0
48,1,0,0,1,1,305.2393229464409,17421541.543637,1
48,2,0,0,1,3,817.1783063501016,14873474.499133,1
48,3,0,1,3,1,442.76492226690914,12598658.249927,1
48,4,3,0,0,2,342.0503187253618,13562046.71874,1
48,5,1,0,1,2,207.45691851919287,15067051.92144,1
48,6,1,0,2,0,0.0,14136114.804784,0
48,7,1,2,3,1,68.79538168969042,14218082.198023,1
48,8,4,0,0,0,0.0,15699524.914567,0
48,9,0,0,0,1,257.3246969895189,14643158.702985,1
48,10,2,1,0,0,0.0,10995057.719986,0
49,1,0,0,1,0,0.0,10383390.228946,0
49,2,2,1,2,1,82.2128882764821,13331579.59246,1
49,3,1,0,0,0,0.0,14629033.820443,0
49,4,1,3,1,0,0.0,15416307.235095,0
49,5,1,1,3,0,0.0,16634485.018628,0
49,6,2,1,1,1,152.05129389742766,15245986.018599,1
49,7,0,3,1,1,76.98053575791162,13722457.785471,1
49,8,0,2,0,3,815.9322783763514,13514553.289093,1
49,9,3,0,0,0,0.0,10071833.920553,0
49,10,2,1,0,1,332.20344258786264,14109121.203915,1
50,1,2,3,0,2,713.1155944947691,7068633.580482,1
50,2,0,0,0,1,217.65573391149735,13509774.496386,1
50,3,1,2,0,1,243.97654514421447,13232346.207389,1
50,4,1,1,0,0,0.0,10637583.994709,0
50,5,1,4,0,0,0.0,14889018.778324,0
50,6,0,1,2,1,490.0127900475651,16044685.299185,1
50,7,2,1,0,2,363.76859932579595,8851582.566048,1
50,8,2,1,1,3,467.0585516928246,12707515.814836,1
50,9,1,0,2,3,954.9365276086778,17052584.759844,1
50,10,1,2,1,1,19.92683388173395,2245679.813735,1
51,1,1,0,1,1,17.977060636567558,17356296.285675,1
51,2,2,4,0,1,139.61122745313736,11724916.12266,1
